번호,지역1(시도),지역2(시군구),업종,호텔명(등록명칭),관광사업자명(법인명 or 개인명),영업상태(19.12.31기준),주소(도로명주소)
1161,서울특별시,강남구,관광호텔,신라스테이 삼성,신라스테이(주),영업중,강남구 영동대로 506
1162,서울특별시,강남구,관광호텔,호텔안테룸서울,한국유에스디㈜,영업중,강남구 도산대로 153
1163,서울특별시,송파구,관광호텔,호텔롯데 롯데호텔월드,㈜호텔롯데,영업중,올림픽로 240
1164,서울특별시,송파구,관광호텔,잠실관광호텔,이재영,영업중,삼전로 67
1165,서울특별시,송파구,관광호텔,가락관광호텔,"이재홍, 이재연",영업중,송파대로28길 5
1166,서울특별시,송파구,관광호텔,레이크호텔,송관식,영업중,석촌호수로 216
1167,서울특별시,송파구,관광호텔,캘리포니아호텔,"오용석, 김정희",영업중,송파대로28길 11
1168,서울특별시,송파구,관광호텔,(주)파로스 관광호텔,㈜파로스관광호텔,영업중,올림픽로10길 5
1169,서울특별시,송파구,관광호텔,로사나부띠끄 관광호텔,안천순 외 2인,영업중,삼학사로 98
1170,서울특별시,송파구,관광호텔,호텔인피니,김종림 외 3인,영업중,백제고분로 268
1171,서울특별시,송파구,호스텔,24게스트하우스 잠실점,최경훈,영업중,백제고분로22길 5
1172,서울특별시,송파구,관광호텔,주식회사 딜라이트 호텔,주식회사 딜라이트 호텔,영업중,오금로11길 21-9
1173,서울특별시,송파구,관광호텔,HOTEL 2.4,서사득,영업중,오금로11길 55-16
1174,서울특별시,송파구,소형호텔,IM HOTEL,윤우성,영업중,오금로11길 29-5
1175,서울특별시,송파구,관광호텔,CORNER HOTEL,"문왕산, 문석재",영업중,송파대로 385
1176,서울특별시,송파구,관광호텔,시그니엘 서울(SIGNIEL SEOUL),㈜호텔롯데,영업중,올림픽로 300
1177,서울특별시,송파구,관광호텔,호텔 파크하비오,㈜파크하비오,영업중,송파대로 111
1178,서울특별시,송파구,관광호텔,주식회사 호텔포레스타,주식회사 호텔포레스타,영업중,백제고분로7길 23-6
1179,서울특별시,송파구,관광호텔,포레스타,백승용외 3인,영업중,백제고분로7길 23-5
1180,서울특별시,송파구,관광호텔,호텔 더 캐슬(신천),신현산외 6인,영업중,올림픽로12길 4-17
1181,서울특별시,송파구,소형호텔,부티크 호텔 XYM,백희선,영업중,송이로 104
1182,서울특별시,송파구,관광호텔,호텔 더 캐슬(방이1),윤현호 외 5,영업중, 올림픽로32길 7
1183,서울특별시,강동구,관광호텔,바고관광호텔,"서봉석, 서채환, 최향순",영업중,서울특별시 강동구 천중로 27 (천호동)
1184,서울특별시,강동구,관광호텔,발리관광호텔,"채효순, 황재필",영업중,서울특별시 강동구 풍성로 210 (성내동)
1185,서울특별시,강동구,관광호텔,하모니관광호텔,"박상일, 양기성, 김만완",영업중,서울특별시 강동구 천중로40길 63 (길동)
1186,서울특별시,강동구,관광호텔,호텔 감(HOTEL GAM),"윤장일, 김향자, 윤천만, 윤용준",영업중,서울특별시 강동구 천호대로159길 22-36 (천호동)
1187,인천광역시,계양구,관광호텔,호텔카리스,㈜호텔카리스,영업중,계양구 계양대로 28(작전동)
1188,인천광역시,계양구,관광호텔,반도관광호텔,최윤정,영업중,계양구 계양문화로17번길 8(작전동)
1189,인천광역시,계양구,관광호텔,캐피탈관광호텔,이우정외 1인,영업중,계양구 경명대로972번길 5-14(계산동)
1190,인천광역시,계양구,관광호텔,아마레관광호텔,오선화,영업중,계양구 장제로730번길 14(작전동)
1191,인천광역시,계양구,관광호텔,리버관광호텔,천백규외 1인,영업중,계양구 계양문화로53번길 6(계산동)
1192,인천광역시,계양구,관광호텔,VOW관광호텔,유상근외 1인,영업중,계양구 계양문화로59번길 9(계산동)
1193,인천광역시,계양구,호스텔,해피하우스,손병선외 1인,영업중,"계양구 계양문화로 54, 7층(계산동)"
1194,인천광역시,남동구,관광호텔,로얄호텔,(주)대일인터내셔널하스피탈리티그룹,영업중,남동구 백범로 367 (간석동)
1195,인천광역시,남동구,관광호텔,파이호텔,이종상 외 2 명,영업중,남동구 석촌로46번길 47 (간석동)
1196,인천광역시,남동구,관광호텔,폴로(POLO)관광호텔,박진난 외 1 명,영업중,남동구 앵고개로934번길 30 (논현동)
1197,인천광역시,남동구,관광호텔,SJ Design 관광호텔,이성복 외 1 명,영업중,남동구 소래역로 26-16 (논현동)
1198,인천광역시,남동구,관광호텔,센트럴프라자호텔,㈜엠제이글로벌홀딩스,영업중,남동구 예술로204번길 15 (구월동)
1199,인천광역시,남동구,관광호텔,골든호텔,설창희,영업중,"남동구 석촌로 57, 간석동 (간석동)"
1200,인천광역시,남동구,관광호텔,호텔 라트리,서원석,영업중,남동구 인하로507번길 50 (구월동)
1201,인천광역시,남동구,관광호텔,호텔 더 디자이너스 인천,김미현 외 1명,영업중,남동구 남동대로765번길 8 (구월동)
1202,인천광역시,남동구,관광호텔,소래호텔카카오,이동철,영업중,남동구 앵고개로948번길 48 (논현동)
1203,인천광역시,남동구,관광호텔,엠플레이스호텔,한순철,영업중,남동구 인하로507번길 56 (구월동)
1204,인천광역시,남동구,관광호텔,아시아드호텔,연재일 외 3 명,영업중,남동구 선수촌공원로17번길 6 (구월동)
1205,인천광역시,남동구,관광호텔,파크마린호텔,이정아,영업중,남동구 소래역로 44 (논현동)
1206,인천광역시,남동구,관광호텔,호텔 진,박찬진,영업중,남동구 남동대로777번길 36 (구월동)
1207,인천광역시,남동구,관광호텔,호텔베이204,㈜케이앤에스(김정호),영업중,남동구 인하로 507번길 21-1
1208,인천광역시,미추홀구,관광호텔,썬플라워 관광호텔,손상근,영업중,미추홀구 주안중로 22-1(주안동)
1209,인천광역시,부평구,관광호텔,토요코인인천부평,토요코인코리아㈜,영업중,부평구 광장로 10 (부평동)
1210,인천광역시,서구,관광호텔,쵸이스관광호텔,최영미 외 1 명,영업중,서구 서곶로301번길 28 (심곡동)
1211,인천광역시,서구,관광호텔,SG관광호텔,정종덕,영업중,"서구 탁옥로51번길 13-9 (심곡동, SG관광호텔)"
1212,인천광역시,서구,관광호텔,포시즌관광호텔,이한백 외 1 명,영업중,"서구 탁옥로33번길 15 (심곡동, 포시즌 호텔)"
1213,인천광역시,서구,관광호텔,동인관광호텔,정인분,영업중,서구 원당대로 874 (당하동)
1214,인천광역시,서구,호스텔,비즈 레지던스,이미희,영업중,"서구 길주로 79, 10층 (석남동, 성한캣슬)"
1215,인천광역시,서구,관광호텔,(주)조양 호텔소프라,주식회사 조양,영업중,"서구 서곶로301번길 21 (심곡동, 조양관광호텔)"
1216,인천광역시,서구,관광호텔,펜타스타 호텔,주식회사 펜타스타,영업중,서구 오류로14번길 23 (오류동)
1217,인천광역시,서구,관광호텔,더블유 관광호텔,이한백 외 2 명,영업중,"서구 서곶로301번길 19, 테마모텔 (심곡동)"
1218,인천광역시,서구,호스텔,에이플러스 호스텔,박상권,영업중,"서구 길주로 79, 401호 (석남동)"
1219,인천광역시,서구,관광호텔,호텔 원티드,안태종 외 2 명,영업중,서구 북항로32번길 20 (원창동)
1220,인천광역시,서구,관광호텔,크리스탈 호텔,㈜차우건설,영업중,서구 오류로14번길 22 (오류동)
1221,인천광역시,연수구,관광호텔,라미드송도호텔 주식회사,문병근,영업중,연수구 능허대로 267번길 29 (동춘동)
1222,인천광역시,연수구,관광호텔,송도 알리 스위트호텔,권홍석,영업중,연수구 능허대로 227-7 (옥련동)
1223,인천광역시,연수구,관광호텔,호텔498,㈜비엔에이치(B&H),영업중,연수구 용담로 85번길 24 (청학동)
1224,인천광역시,중구,관광호텔,올림포스 호텔,㈜파라다이스글로벌,휴업중,제물량로 257
1225,인천광역시,중구,관광호텔,딘 관광호텔,"김제일, 김제이",영업중,연안부두로43번길 12
1226,인천광역시,중구,관광호텔,이츠관광호텔,심상우,영업중,연안부두로53번길 15
1227,인천광역시,중구,관광호텔,하버파크호텔,인천관광공사,영업중,제물량로 217
1228,인천광역시,중구,관광호텔,시크릿관광호텔,이재숙,영업중,월미로233번길 11
1229,인천광역시,중구,관광호텔,아이네이버관광호텔,이승아,영업중,월미로243번길 5
1230,인천광역시,중구,관광호텔,G관광호텔,이수경,영업중,월미로248번길 1
1231,인천광역시,중구,관광호텔,베니키아 호텔 바다의 별,㈜엔에이디,영업중,월미로242번길 7-2
1232,인천광역시,중구,관광호텔,W호텔,백범준,영업중,월미로 207
1233,인천광역시,중구,관광호텔,베니키아 월미도 더 블리스 호텔,㈜엔에이디,영업중,월미로 266
1234,인천광역시,중구,관광호텔,MK프리미어스호텔,루자오메이,영업중,월미로260번길 12
1235,인천광역시,중구,관광호텔,다이아몬드호텔,㈜에스케이티엔지니어링,영업중,월미로 229
1236,인천광역시,중구,관광호텔,세븐호텔,윤송동,영업중,신포로23번길 3
1237,인천광역시,중구,관광호텔,해월관광호텔,차상혁,영업중,월미로260번길 8
1238,인천광역시,중구,관광호텔,풀문관광호텔,정미선,영업중,월미로218번길 6
1239,인천광역시,중구,관광호텔,블루마린호텔,송요헌,영업중,월미로234번길 12
1240,인천광역시,중구,관광호텔,옐로마린호텔,송요헌,영업중,월미로234번길 10
1241,인천광역시,중구,관광호텔,호텔 그랜드 스위트,임인규,영업중,월미로248번길 2
1242,인천광역시,중구,관광호텔,월미도 관광호텔,이인우,영업중,월미로 274
1243,인천광역시,중구,소형호텔,스텔라마리스,이상준,영업중,반달로3번길 16
1244,인천광역시,중구,호스텔,비즈호스텔,신준욱,영업중,"신포로23번길 49,401호"
1245,인천광역시,중구,호스텔,에이스,김영미,영업중,자유공원로 3-8
1246,인천광역시,중구,호스텔,OK관광호텔,김신돈,영업중,월미로 195
1247,인천광역시,중구,관광호텔,영종관광호텔,김기림,영업중,중구 운중로 21번길 8
1248,인천광역시,중구,관광호텔,인천공항비치호텔,㈜싸이칸 대표 김종규,영업중,중구 용유서로 373-1
1249,인천광역시,중구,관광호텔,쉘브르관광호텔,음광열,영업중,중구 용유서로 283
1250,인천광역시,중구,관광호텔,위너스관광호텔,김동식,영업중,중구 왕산로 40
1251,인천광역시,중구,관광호텔,파크우드관광호텔,박미량,영업중,중구 마시란로 34
1252,인천광역시,중구,관광호텔,씨월드관광호텔,김종희,영업중,중구 용유서로 479번길 50-7
1253,인천광역시,중구,관광호텔,호텔오션뷰,김성호,영업중,중구 선녀바위로 55번길 13
1254,인천광역시,중구,관광호텔,오션사이드 관광호텔,"변재영, 변지영",영업중,중구 마시란로 40
1255,인천광역시,중구,관광호텔,레이관광호텔,"㈜레이디엔 임종정, 정향숙",영업중,중구 을왕로 58번길 7
1256,인천광역시,중구,관광호텔,인천프린스관광호텔,"음광윤, 음광열",휴업,중구 용유서로172번길 22
1257,인천광역시,중구,관광호텔,호텔 ORA,유한회사 화성에이에스엠 호텔오라,영업중,중구 공항서로 345
1258,인천광역시,중구,관광호텔,더프린스 호텔,강동석,영업중,중구 을왕로58번길 5
1259,인천광역시,중구,관광호텔,을왕관광호텔,노명순,영업중,중구 용유서로 304번길 12
1260,인천광역시,중구,가족호텔,무의아일랜드 가족호텔,㈜더블유피 고재균,영업중,중구 큰무리로 22
1261,인천광역시,중구,가족호텔,오션스카이 가족호텔,"강혜순,마윤석,마윤성",휴업,중구 선녀바위로 35
1262,인천광역시,중구,호스텔,휴 호스텔,전정자,영업중,중구 선녀바위로55번길 35
1263,인천광역시,중구,호스텔,나폴리호스텔,"이창근,이승민,이승훈",영업중,중구 용유서로 340
1264,인천광역시,중구,호스텔,예그리나 호스텔,정경수,영업중,중구 마시란로 51-13
1265,인천광역시,중구,호스텔,델로스호스텔,방형범,영업중,중구 용유서로 340
1266,인천광역시,중구,호스텔,별자리호스텔,"신숙자, 김진희",영업중,중구 선녀바위로 55번길 18
1267,인천광역시,중구,호스텔,호텔휴 로프트,김민석,영업중,중구 마시란로 51-29
1268,인천광역시,중구,호스텔,비치호스텔,"홍영자,장석규,하지윤",영업중,중구 을왕로 58번길 9
1269,인천광역시,중구,호스텔,그랜드파크호스텔,강동규,영업중,중구 을왕로 58번길 9-4
1270,인천광역시,중구,호스텔,하나스토리호스텔,장경미,영업중,중구 용유서로 304번길 6
1271,인천광역시,중구,호스텔,홀리랜드A호스텔,이광순,영업중,중구 을왕로 58번길 9-9
1272,인천광역시,중구,호스텔,홀리랜드B호스텔,이광순,영업중,중구 을왕로 58번길 9-9
1273,인천광역시,중구,호스텔,스위스파크호스텔,최현종,영업중,중구 을왕로 58번길 8
1274,인천광역시,중구,호스텔,엔소이호스텔,전숙자,영업중,중구 용유서로 274번길 28
1275,인천광역시,중구,호스텔,뉴욕파크호스텔,오용택,영업중,중구 을왕로 40번길 5
1276,인천광역시,중구,호스텔,캐슬파크호스텔,김영옥,영업중,중구 을왕로 58번길 10-9
1277,인천광역시,중구,호스텔,을왕비치호스텔(본관),조연호,영업중,중구 선녀바위로 55번길 17
1278,인천광역시,중구,호스텔,을왕비치호스텔(별관),김기선,영업중,중구 선녀바위로 55번길 17
1279,인천광역시,중구,호스텔,맨하탄 호스텔,이옥자,영업중,중구 을왕로 58번길 11
1280,인천광역시,중구,호스텔,포시즌 호스텔,전순선,영업중,중구 을왕로40번길 10
1281,인천광역시,중구,호스텔,대명 호스텔,이미정,영업중,중구 용유서로 302번길 14-2
1282,인천광역시,중구,호스텔,바이드 302,이진영,영업중,중구 용유서로 302번길 11
1283,인천광역시,중구,호스텔,스카이 호스텔,서병구,영업중,중구 용유서로 150
1284,인천광역시,중구,호스텔,일마레 호스텔,권영순,영업중,중구 왕산로 62
1285,인천광역시,중구,호스텔,발리 호스텔,김정훈,영업중,중구 을왕로 58번길 9-6
1286,인천광역시,중구,호스텔,조이풀 호스텔,추순호,영업중,중구 왕산로38번길 7
1287,인천광역시,중구,호스텔,시선 호스텔,임재욱,영업중,중구 을왕로58번길 11-1
1288,인천광역시,중구,호스텔,해오름 호스텔,임용순,영업중,중구 을왕로58번길 13-17
1289,인천광역시,중구,호스텔,바다하우스 호스텔,정미자,영업중,중구 용유서로450번길 64
1290,인천광역시,중구,호스텔,별하우스 호스텔,정미자,영업중,중구 용유서로450번길 62
1291,인천광역시,중구,호스텔,섬뜰아래 호스텔,유석희,영업중,중구 대무의로229
1292,인천광역시,중구,호스텔,당나귀 호스텔,최재국,영업중,중구 왕산로48번길 7
1293,인천광역시,중구,호스텔,해변 호스텔,조항숙,영업중,중구 을왕로13번길 5
1294,인천광역시,중구,호스텔,무의동 빨간지붕 호스텔,최진이,영업중,중구 대무의로 488
1295,인천광역시,중구,호스텔,하나스토리 호스텔,이주희,영업중,중구 용유서로 304번길6
1296,인천광역시,중구,호스텔,왕산예림 호스텔,김효웅,영업중,중구 용유서로 479번길 27-1
1297,인천광역시,중구,호스텔,엘림비치촌 호스텔,이현건,영업중,중구 용유서로423번길 31-1
1298,인천광역시,중구,호스텔,노을바다 호스텔,공영숙,영업중,중구 용유서로302번길 15
1299,인천광역시,중구,호스텔,팜비치 호스텔,유경만,영업중,중구 선녀바위로55번길 10-15
1300,인천광역시,중구,호스텔,마린캠프 호스텔,서방자,영업중,중구 용유서로302번길 22
1301,인천광역시,중구,호스텔,바다마을 호스텔,김복희,영업중,중구 대무의로 497
1302,인천광역시,중구,호스텔,을왕별 호스텔,한신이,영업중,중구 용유서로 518
1303,인천광역시,중구,호스텔,해변의 꿈 호스텔,유정하,영업중,중구 대무의로 261 (무의동)
1304,인천광역시,중구,호스텔,상수리나무아래 호스텔,박경숙,영업중,중구 큰무리로 35-2 (무의동)
1305,인천광역시,중구,호스텔,화이트,문재경,영업중,중구 왕산로52번길 14 (을왕동)
1306,인천광역시,중구,호스텔,로얄,서기열,영업중,중구 선녀바위로55번길 20 (을왕동)
1307,인천광역시,중구,호스텔,한라,이병규,영업중,중구 용유로380번길 10 (남북동)
1308,인천광역시,중구,호스텔,비치힐,이혜석,영업중,중구 용유서로348번길 12
1309,인천광역시,중구,호스텔,비치힐뉴,김종해,영업중,중구 용유서로348번길 12
1310,인천광역시,중구,호스텔,비치힐뷰,김종해,영업중,중구 용유서로348번길 12
1311,인천광역시,중구,호스텔,비치힐플러스,이혜석,영업중,중구 용유서로348번길 12
1312,인천광역시,중구,호스텔,태종대호스텔,나용희,영업중,중구 용유서로302번길 21-15
1313,인천광역시,중구,호스텔,솔나무호스텔,반영호,영업중,중구 늘목로 30-47
1314,인천광역시,중구,호스텔,파인트리호스텔,김영순,영업중,중구 큰무리로 36
1315,인천광역시,,호스텔,을왕동 717호스텔,김문형,영업중,중구 을왕동 717-7
1316,인천광역시,중구,호스텔,아소프로아,임영재,영업중,중구 용유서로 302번길 14-6
1317,인천광역시,중구,호스텔, 하늘지기,장영화,영업중,하나개로 37(무의동 19-11)
1318,인천광역시,중구,호스텔,바다풍경,김종수,영업중,선녀바위로55번길 2
1319,인천광역시,중구,호스텔,옹기종기,장영화,영업중,용유서로 480번길 22-14
1320,인천광역시,중구,호스텔,써니하우스,황지식,영업중,대무의로 281  
1321,인천광역시,중구,호스텔,대성,김순섭,영업중,대무의로 258
1322,인천광역시,중구,호스텔,오늘호스텔,김문형,영업중,을왕로 11
1323,인천광역시,중구,호스텔,자니노니,이진영,영업중,중구 용유서로 450번길 9(을왕동 818-3)
1324,인천광역시,중구,호스텔,별빛바다,김순자,영업중,용유서로 480번길 22-12
1325,인천광역시,중구,호스텔,하늘구름,최명숙,영업중,중구 을왕동 740-1
1326,인천광역시,중구,호스텔,선녀호스텔,채주연,영업중,중구 을왕동 678-138번지
1327,인천광역시,중구,호스텔,저맨호스텔,박복진,영업중,중구 왕산로 53(을왕동)
1328,인천광역시,중구,호스텔,메누하호스텔,박종필,영업중,중구 용유서로 302번길 21-11(을왕동)
1329,인천광역시,중구,호스텔,백운호스텔,계진영,영업중,중구 을왕로 58번길 18(을왕동)
1330,인천광역시,연수구,관광호텔,쉐라톤그랜드인천호텔,대우송도호텔㈜,영업중,연수구 컨벤시아대로 153
1331,인천광역시,연수구,관광호텔,오라카이송도파크호텔,조원관광진흥㈜,영업중,연수구 테크노파크로 151
1332,인천광역시,중구,관광호텔,호텔시애틀 인천공항점,개인(정성용),영업중,중구 신도시남로 150번길 8
1333,인천광역시,중구,관광호텔,그랜드하얏트인천이스트타워,㈜칼호텔네트워크,영업중,중구 영종해안남로 321번길 208
1334,인천광역시,중구,관광호텔,베스트웨스턴인천에어포트호텔,㈜아워홈,영업중,중구 공항로 424번길 48-27
1335,인천광역시,중구,관광호텔,그랜드하얏트인천웨스트타워,㈜칼호텔네트워크,영업중,중구 영종해안남로 321번길 190
1336,인천광역시,중구,관광호텔,호텔 준,"이우정, 이인주",영업중,중구 신도시남로 150번길 18
1337,인천광역시,중구,관광호텔,제우메스관광호텔,조용진,영업중,중구 흰바위로59번길 31
1338,인천광역시,중구,관광호텔,인천공항호텔,오형숙,영업중,중구 신도시남로 149번길 11
1339,인천광역시,연수구,가족호텔,오크우드프리미어인천호텔,한무컨벤션㈜,영업중,연수구 컨벤시아대로 165
1340,인천광역시,연수구,관광호텔,송도센트럴파크호텔,㈜미래금,영업중,연수구 테크노파크로 193
1341,인천광역시,중구,관광호텔,네스트호텔(NEST HOTEL),네스트㈜,영업중,중구 영종해안남로 19-5
1342,인천광역시,연수구,한국전통호텔업,경원재엠베서더호텔,"인천광역시
(경제자유구역청장)",영업중,연수구 테크노파크로 200
1343,인천광역시,연수구,관광호텔,홀리데이인인천송도호텔,오케이센터호텔㈜,영업중,연수구 인천타워대로 251
1344,인천광역시,중구,관광호텔,파라다이스시티,㈜파라다이스세가사미,영업중,중구 영종해안남로321번길186
1345,인천광역시,연수구,관광호텔,호텔스카이파크 인천 송도,㈜스카이파크 앤드리조트,영업중,연수구 컨벤시아대로 233
1346,인천광역시,강화군,관광호텔,프레시아 관광호텔,위종욱,영업중,강화군 길상면 전등사로 41
1347,인천광역시,강화군,관광호텔,호텔 에버리치,원국동,영업중,강화군 강화읍 화성길50번길 43
1348,인천광역시,옹진군,소형호텔,인썸관광호텔,박상필,휴업중,영흥면 영흥로 757번길 51
1349,충청남도,천안시,가족호텔,천안상록가족호텔,최재식,영업중, 천안시 동남구 수신면 수신로 576
1350,충청남도,천안시,관광호텔,천안메트로관광호텔,장인순,영업중,천안시 동남구 대흥로 241-11
1351,충청남도,천안시,관광호텔,신라스테이 천안,박상오,영업중,천안시 서북구 동서대로 177
1352,충청남도,천안시,관광호텔,티포인트(T.POINT) 관광호텔,정수용,영업중,천안시 서북구 성정공원5로 42(성정동)
1353,충청남도,천안시,관광호텔,천안관광호텔,문숙정,영업중,천안시 서북구 양지21길 42
1354,충청남도,공주시,관광호텔,호텔홀리데이계룡산,조규대 외 10,영업중,공주시 반포면 임금봉길 61
1355,충청남도,공주시,호스텔,공주하숙마을,공주시,영업중,공주시 반죽동 253-3
1356,충청남도,보령시,콘도미니엄,한화호텔앤드리조트㈜ 대천한화콘도미니엄,문석,영업중,충남 보령시 해수욕장3길 11-10
1357,충청남도,보령시,콘도미니엄,㈜대천리조트,유두열,영업중,충남 보령시 옥마벚길 10
1358,충청남도,보령시,콘도미니엄,비체팰리스 콘도미니엄,신달순,영업중,충남 보령시 웅천읍 열린바다1길 78
1359,충청남도,보령시,관광호텔,주식회사머드린,안주봉,영업중,충남 보령시 해수욕장 8길 28
1360,충청남도,보령시,관광호텔,호텔마스타대천,박상면,영업중,충남 보령시 대해로 876
1361,충청남도,아산시,관광호텔,㈜온양관광호텔,지우종,영업중,아산시 온천대로 1459(온천동)
1362,충청남도,아산시,관광호텔,온양제일호텔,한형수,영업중,아산시 온천대로 1462(온천동)
1363,충청남도,아산시,관광호텔,온양그랜드관광호텔,송관휘 외 1,영업중,아산시 충무로20번길 7(온천동)
1364,충청남도,아산시,콘도미니엄,㈜이랜드파크 한국콘도 도고,윤성태,휴업중,아산시 선장면 도고온천로 178
1365,충청남도,아산시,콘도미니엄,㈜이랜드파크 켄싱턴리조트 도고,윤성태,휴업중,아산시 도고면 도고온천로124-23
1366,충청남도,아산시,콘도미니엄,㈜토비스알앤씨,이희창,휴업중,아산시 도고면 기곡로77번길 39
1367,충청남도,아산시,콘도미니엄,㈜토비스레저산업,이희창,휴업중,아산시 도고면 기곡로77번길 41
1368,충청남도,서산시,관광호텔,베니키아호텔 서산,㈜삼운레저,휴업중,"충청남도 서산시 안견로 465, 관광호텔 (갈산동)"
1369,충청남도,서산시,콘도미니엄,서산수 콘도미니엄,㈜서산수 골프,영업중,충청남도 서산시 대산읍 삼길포 7로 6
1370,충청남도,당진시,관광호텔,㈜당진관광호텔,개인명,영업중,충청남도 당진시 송악읍 반촌로 192
1371,충청남도,부여군,관광호텔,백제관광호텔,이희숙,영업중,충청남도 부여군 부여읍 북포로 108
1372,충청남도,부여군,콘도미니엄,㈜호텔롯데,㈜호텔롯데,영업중,충청남도 부여군 규암면 백제문로 400
1373,충청남도,서천군,호스텔,장항군산호스텔,안원선,휴업중,충남 서천군 장항읍 성화로 106-30
1374,충청남도,홍성군,소형호텔,호텔 솔레어,김흥섭,영업중,홍성군 홍성읍 조양로205번길 60
1375,충청남도,홍성군,관광호텔,홍성온천 관광호텔,장석기,영업중,홍성군 홍성읍 내포로 42
1376,충청남도,예산군,관광호텔,가야관광호텔,가야개발주식회사,영업중,충남 예산군 덕산면 신평1길14
1377,충청남도,예산군,콘도미니엄,스플라스리솜(플렉스타워),㈜호반호텔앤리조트,영업중,충청남도 예산군 덕산면 온천단지3로 45-7
1378,충청남도,예산군,콘도미니엄,스플라스리솜Ⅱ(스테이타워),㈜호반호텔앤리조트,영업중,충청남도 예산군 덕산면 온천단지3로 45-7
1379,충청남도,태안군,가족호텔,베이브리즈,베이브리즈,영업중,충남 태안군 소원면 만리포2길 235-9
1380,충청남도,태안군,가족호텔,말리호텔앤리조트,대홍개발㈜,영업중,충남 태안군 소원면 만리포1길 95
1381,충청남도,태안군,가족호텔,롱비치패밀리호텔,"송연섭/정록봉/
송정분/한상희",영업중,충남 태안군 소원면 만리포2길 120
1382,충청남도,태안군,호스텔,라모스호스텔,박용욱/이순애,영업중,충남 태안군 태안읍 안도내길 28-14
1383,충청남도,태안군,콘도미니엄,아일랜드리솜 ,주식회사 호반호텔앤리조트,영업중,충남 태안군 안면읍 꽃지해안로 204
1384,충청남도,아산시,콘도미니엄,(주)비에스투어앤리조트,(주)비에스투어앤리조트,영업중단,충청남도 아산시 도고면 기곡로62번길 6-8
1385,충청남도,태안군,콘도미니엄,골든베이골프앤리조트,한화호텔앤드리조트 주식회사,영업중,충남 태안군 근흥면 정산포로 217
1386,대전,동구,관광호텔,호텔선샤인,이진택,영업중,동구 동서대로 1700 (가양동)
1387,대전,동구,관광호텔,플라밍고호텔,이상택,영업중,동구 동서대로1683번길 76-7 (용전동)
1388,대전,서구,관광호텔,휴앤유관광호텔,이광문,영업중,서구 한밭대로570번길 29-12 (월평동)
1389,대전,서구,관광호텔,디엠프레스호텔,함영길,영업중,서구 한밭대로570번길 29-20 (월평동
1390,대전,유성구,관광호텔,롯데시티호텔대전,김현식,영업중,유성구 엑스포로  123번길 33 (도룡동)
1391,대전,유성구,관광호텔,유성호텔,김영문,영업중,유성구 온천로 9 (봉명동)
1392,대전,유성구,관광호텔,호텔인터시티,유상수,영업중,유성구 온천로 92 (봉명동)
1393,대전,유성구,관광호텔,나봄 S&호텔,조용희,영업중,유성구 테크노중앙로 69 (관평동)
1394,대전,유성구,관광호텔,테크노밸리호텔,안현호,영업중,유성구 테크노중앙로 57 (관평동)
1395,대전,유성구,관광호텔,JH레전드(베스트웨스턴호텔레전드),김홍철,영업중,유성구 계룡로 141번길 21 (봉명동)
1396,대전,유성구,관광호텔,ICC호텔,권영재,영업중,유성구 도룡동 엑스포로 123번길 55
1397,대전,유성구,관광호텔,계룡스파텔,이정호,영업중,유성구 온천로81 (봉명동)
1398,대전,유성구,관광호텔,라온컨벤션주식회사,이지원,영업중,유성구 온천로88 (봉명동)
1399,대전,유성구,관광호텔,경하온천호텔,이응규,영업중,유성구 온천로 101번길30 (봉명동)
1400,대전,유성구,관광호텔,호텔스카이파크 대전 1호점,최영재,2020년,유성구 테크노중앙로161(용산동)
1401,대전,유성구,가족호텔,아이호텔,양성광,영업중,유성구 엑스포로123번길 27-5(도룡동)
1402,대전,중구,관광호텔,대림호텔(베니키아호텔대림),㈜테크닉스,영업중,중구 대종로505번길 50 (선화동)
1403,경기도,가평군,콘도미니엄,켄싱턴리조트청평,㈜이랜드 민혜정,영업중,가평군 상면 청군로 430
1404,경기도,가평군,콘도미니엄,"아난티펜트하우스, 서울",에머슨퍼시픽㈜ 이만규,영업중,가평군 설악면 유명로 1007-90
1405,경기도,가평군,콘도미니엄,W지우리조트,김학노,영업중,가평군 가평읍 북한강변로 970-9
1406,경기도,가평군,관광호텔,이코노미호텔 가평점,윤정일,영업중,경기도 가평군 설악면 선촌리 541-1외 1필지
1407,경기도,가평군,관광호텔,클럽인너호텔앤리조트,한상구,영업중,경기도 가평군 가평읍 북한강변로 382
1408,경기도,가평군,관광호텔,파로티아 워터하우스호텔,강유진,영업중,경기도 가평군 설악면 미사리로 707-98
1409,경기도,가평군,가족호텔,캐비어파크알앤디리조트,김상우,영업중,경기도 가평군 상면 덕현리 산74-12
1410,경기도,가평군,가족호텔,까사32,김애니은희,영업중,경기도 가평군 설악면 회곡리 467-6
1411,경기도,가평군,가족호텔,퍼핀스베이,표건우,영업중,경기도 가평군 설악면 유명로 2450
1412,경기도,가평군,가족호텔,오버더마운틴,이기원,영업중,경기도 가평군 상면 행현리 635
1413,경기도,가평군,호스텔,AUGUST,이계림,영업중,경기도 가평군 설악면 자잠로282번길 92
1414,경기도,가평군,호스텔,마로니에,강정자,영업중,경기도 가평군 청평면 호명리길 57-98
