번호,지역1(시도),지역2(시군구),업종,호텔명(등록명칭),관광사업자명(법인명 or 개인명),영업상태(19.12.31기준),주소(도로명주소)
1415,경기도,가평군,호스텔,아쿠아비타,국제자산신탁㈜,영업중,경기도 가평군 설악면 자잠로 282번길 72-235
1416,경기도,가평군,소형호텔,힐스테이,서영순,영업중,경기도 가평군 설악면 자잠로 282번길 18-16
1417,경기도,고양시,관광호텔,소노캄 고양,㈜소노호텔앤리조트,영업중,경기도 고양시 일산동구 태극로 20(장항동)
1418,경기도,고양시,관광호텔,호텔 더 윈,-,영업중,경기도 고양시 덕양구 원흥3로 6-14(원흥동)
1419,경기도,고양시,호스텔,Limit 8 호스텔,-,영업중,"경기도 고양시 일산동구 무궁화로 37, 노블리제 8층(장항동)"
1420,경기도,광명시,관광호텔,라까사호텔 광명,(주)라까사웍스,영업중,경기도 광명시 일직로 12번길22(일직동)
1421,경기도,광명시,관광호텔,광명 제이에스부티크호텔,박진식,영업중,경기도 광명시 오리로854번길 16-18 (철산동)
1422,경기도,광주시,콘도미니엄,곤지암리조트,㈜ 에스앤아이코퍼레이션,영업중,경기도 광주시 도척면 도척윗로 278
1423,경기도,김포시,관광호텔,약암홍염천관광호텔주식회사,약암홍염천관광호텔주식회사,영업중,경기도 김포시 대곶면 약암로 965-7
1424,경기도,김포시,호스텔,라인플러스호텔,박진아,영업중,경기도 김포시 통진읍 김포대로 2337-1
1425,경기도,김포시,관광호텔,아리수호텔,김주영,영업중,"경기도 김포시 태장로795번길 123 (장기동, 아리수호텔)"
1426,경기도,김포시,가족호텔,호텔라르김포,최태인,영업중,경기도 김포시 고촌읍 장차로5번길 5-9
1427,경기도,김포시,관광호텔,레스트호텔,덕성산업,영업중,경기도 김포시 태장로795번길 151 (장기동)
1428,경기도,김포시,관광호텔,펜타스타호텔,주식회사펜타스타,영업중,경기도 김포시 태장로795번길 111 (장기동)
1429,경기도,김포시,관광호텔,아셈호텔,주식회사 아셈,영업중,경기도 김포시 태장로795번길 145 (장기동)
1430,경기도,김포시,관광호텔,스타비아 관광호텔,주식회사 유림인터내셔널,영업중,경기도 김포시 태장로795번길 147 (장기동)
1431,경기도,남양주시,관광호텔,골드관광호텔,김금옥,영업중, 경기도 남양주시 별내면 청학로 92번길 133
1432,경기도,남양주시,관광호텔,호텔더메이,강순철,영업중, 경기도 남양주시 별내2로 70
1433,경기도,남양주시,관광호텔,제이디관광호텔,"구제원,구정두",영업중,경기도 남양주시 진접읍 해밀예당1로 50-44
1434,경기도,남양주시,관광호텔,CH관광호텔,이승연,영업중,경기도 남양주시 별내면 청학로 77
1435,경기도,동두천시,관광호텔,뉴프리첼관광호텔,주식회사 제일상호저축은행,휴업중,경기도 동두천시 삼육사로 1093 (생연동)
1436,경기도,부천시,관광호텔,파비아 관광호텔,김광준,영업중,"경기도 부천시 부일로 510 (심곡동, 파비아관광호텔)"
1437,경기도,부천시,관광호텔,테마파크관광호텔,최임묵,영업중,"경기도 부천시 길주로 69 (상동, 테마파크관광호텔)"
1438,경기도,부천시,관광호텔,제니스관광호텔,이병희,영업중,경기도 부천시 길주로77번길 19-22 (상동)
1439,경기도,부천시,관광호텔,부천호텔,유한회사 버자,영업중,경기도 부천시 길주로 131 (상동)
1440,경기도,부천시,관광호텔,폴라리스관광호텔,(주)폴라리스관광호텔,영업중,"경기도 부천시 소향로13번길 27 (상동, (주)폴라리스관광호텔)"
1441,경기도,부천시,관광호텔,유한회사 고려,유한회사 고려,영업중,경기도 부천시 길주로 66 (상동)
1442,경기도,부천시,관광호텔,에스호텔,"김경민, 조재경",영업중,경기도 원미로17번길 28(심곡동)
1443,경기도,성남시,관광호텔,리젠시호텔,㈜솜코리아,영업중,경기도 성남시 분당구 황새울로 352 (서현동)
1444,경기도,성남시,관광호텔,호텔갤러리,임선희,영업중,경기도 성남시 분당구 황새울로 321 (서현동)
1445,경기도,성남시,관광호텔,호텔에스알,권준상 외2,영업중,경기도 성남시 분당구 황새울로319번길 9 (서현동)
1446,경기도,성남시,관광호텔,바인호텔,박대광,영업중,경기도 성남시 중원구 산성대로 184 (성남동)
1447,경기도,성남시,관광호텔,메이트호텔,진성국,영업중,경기도 성남시 분당구 황새울로335번길 7 (서현동)
1448,경기도,성남시,관광호텔,코트야드 바이매리엇 서울 판교,미래에셋 컨설팅㈜,영업중,경기도 성남시 분당구 판교역로192번길 12 (삼평동)
1449,경기도,성남시,관광호텔,호텔루이스,진춘호,영업중,경기도 성남시 중원구 광명로 22-1 (성남동)
1450,경기도,성남시,관광호텔,밀리토피아호텔,국군복지단,영업중,경기도 성남시 수정구 위례대로 83 (창곡동)
1451,경기도,성남시,관광호텔,호텔야자 관광호텔,이원배 외 2,영업중,경기도 성남시 수정구 위례광장로 9-10 (창곡동)
1452,경기도,성남시,호스텔,호텔 루비 호스텔,신연실,영업중,경기도 성남시 분당구 성남대로 30(구미동)
1453,경기도,성남시,관광호텔,서머셋센트럴분당,탄라이셍 등2,영업중,경기도 성남시 분당구 황새울로311번길 36 (서현동)
1454,경기도,성남시,관광호텔,카인드호텔,㈜카인드,영업중,경기도 성남시 분당구 황새울로329번길 10 (서현동)
1455,경기도,성남시,관광호텔,㈜신세계조선호텔 그래비티서울판교,㈜신세계조선호텔,영업중,경기도 성남시 분당구 판교역로146번길 2 (백현동)
1456,경기도,수원시,관광호텔,(주)코리아관광호텔,노상원,영업중,경기도 수원시 팔달구 권광로175번길 62 (인계동)
1457,경기도,수원시,관광호텔,MS HOTEL,최병식,영업중,경기도 수원시 권선구 효원로220번길 22 (권선동)
1458,경기도,수원시,관광호텔,랜드마크호텔,임명수,영업중,경기도 수원시 영통구 봉영로 1591 (영통동)
1459,경기도,수원시,관광호텔,이비스앰배서더수원,권병국,영업중,경기도 수원시 팔달구 권광로 132 (인계동)
1460,경기도,수원시,관광호텔,실크로드호텔,박묘은,영업중,경기도 수원시 팔달구 인계로94번길 27-19 (인계동)
1461,경기도,수원시,관광호텔,심포니관광호텔,허성남 외 1 명,영업중,경기도 수원시 영통구 반달로128번길 13 (영통동)
1462,경기도,수원시,관광호텔,아모르관광호텔,허성남 외 1 명,영업중,경기도 수원시 영통구 반달로128번길 9 (영통동)
1463,경기도,수원시,관광호텔,라마다프라자호텔수원,최정호,영업중,경기도 수원시 팔달구 중부대로 150 (인계동)
1464,경기도,수원시,관광호텔,호텔퀸,곽근숙 외 1 명,영업중,경기도 수원시 팔달구 중부대로10번길 9 (구천동)
1465,경기도,수원시,관광호텔,수원애경역사 주식회사(노보텔 앰배서더 수원),김진태,영업중,"경기도 수원시 팔달구 덕영대로 902 (매산로1가, 노보텔앰배서더수원)"
1466,경기도,수원시,관광호텔,타소스호텔,한태선 외 3 명,영업중,경기도 수원시 권선구 권선로669번길 26 (권선동)
1467,경기도,수원시,관광호텔,자니비,안홍매,영업중,경기도 수원시 권선구 장다리로 75 (권선동)
1468,경기도,수원시,관광호텔,도노호텔,김호균,영업중,경기도 수원시 팔달구 신풍로 68 (장안동)
1469,경기도,수원시,관광호텔,로얄프라임호텔,정부길 외 1 명,영업중,경기도 수원시 권선구 금곡로197번길 17-10 (금곡동)
1470,경기도,수원시,관광호텔,선샤인호텔,김석곤,영업중,경기도 수원시 팔달구 인계로94번길 39-14 (인계동)
1471,경기도,수원시,관광호텔,알렉스72호텔,우승현,영업중,경기도 수원시 팔달구 효원로235번길 35 (인계동)
1472,경기도,수원시,관광호텔,홀리데이인익스프레스 수원인계,윤용춘,영업중,경기도 수원시 팔달구 인계로 116 (인계동)
1473,경기도,수원시,관광호텔,호텔 아르떼,문주옥,영업중,경기도 수원시 팔달구 인계로108번길 37 (인계동)
1474,경기도,수원시,관광호텔,호텔리츠,나세운,영업중,경기도 수원시 팔달구 권광로134번길 46 (인계동)
1475,경기도,수원시,관광호텔,해시 호텔,최수원,영업중,경기도 수원시 팔달구 갓매산로 72-1 (고등동)
1476,경기도,수원시,관광호텔,코트야드 메리어트 수원,김영철,영업중,경기도 수원시 영통구 광교호수공원로 320 (하동)
1477,경기도,수원시,가족호텔,아이비스테이,오진실,영업중,경기도 수원시 팔달구 갓매산로76번길 9 (고등동)
1478,경기도,수원시,가족호텔,마루호텔,이진숙,영업중,경기도 수원시 팔달구 고화로9번길 33 (매산로2가)
1479,경기도,수원시,가족호텔,유성호텔,김성구 외 2 명,영업중,경기도 수원시 팔달구 갓매산로25번길 3 (매산로2가)
1480,경기도,수원시,가족호텔,상하이호텔,김유화 외 1 명,영업중,경기도 수원시 팔달구 향교로3번길 52 (매산로1가)
1481,경기도,수원시,가족호텔,마루Ⅱ,김철봉,영업중,경기도 수원시 팔달구 고화로9번길 34 (매산로2가)
1482,경기도,수원시,가족호텔,호텔 잇츠더블유,조정호,영업중,경기도 수원시 팔달구 고화로13번길 23 (매산로2가)
1483,경기도,수원시,가족호텔,팰리스호텔,이성수,영업중,경기도 수원시 팔달구 갓매산로 72 (고등동)
1484,경기도,수원시,가족호텔,제니스,이인수,영업중,경기도 수원시 팔달구 매산로28번길 23 (매산로2가)
1485,경기도,수원시,호스텔,수원호스텔,수원시장,영업중,경기도 수원시 팔달구 행궁로 11 (남창동)
1486,경기도,수원시,호스텔,HOTEL EAST,차승도,영업중,경기도 수원시 팔달구 고화로9번길 25 (매산로2가)
1487,경기도,수원시,호스텔,비즈호텔,김시영 외 1 명,영업중,경기도 수원시 팔달구 고매로 5 (고등동)
1488,경기도,수원시,호스텔,옥상파티,양윤정,영업중,"경기도 수원시 장안구 팔달로271번길 8, 장안장여관 4층 (영화동)"
1489,경기도,수원시,호스텔,유성호텔2,김성구 외 1 명,영업중,경기도 수원시 팔달구 갓매산로 25 (매산로2가)
1490,경기도,수원시,호스텔,힐탑호텔,이성수,영업중,경기도 수원시 팔달구 고화로9번길 16 (매산로2가)
1491,경기도,수원시,소형호텔,호텔가덴 비즈,정민선,영업중,경기도 수원시 권선구 경수대로335번길 10 (권선동)
1492,경기도,수원시,소형호텔,호텔 가덴,장호식,영업중,경기도 수원시 권선구 경수대로335번길 12 (권선동)
1493,경기도,시흥시,관광호텔,벨라지오호텔,허창덕,영업중,경기도 시흥시 연성로13번길 4 (하중동)
1494,경기도,시흥시,관광호텔,(주)시흥관광호텔,㈜시흥관광호텔,영업중,경기도 시흥시 평안상가4길 21 (정왕동)
1495,경기도,시흥시,소형호텔,오이도호텔,안종균,영업중,경기도 시흥시 오이도로 123-1 (정왕동)
1496,경기도,시흥시,소형호텔,WEST RAVEN 호텔,김대명 외 1 명,영업중,경기도 시흥시 옥터로 3 (정왕동)
1497,경기도,시흥시,소형호텔,빨간등대 관광호텔,㈜선진글로벌,영업중,경기도 시흥시 오이도로135번길 10 (정왕동)
1498,경기도,시흥시,관광호텔,서울 투어리스트 호텔,이상천 외 2 명,영업중,경기도 시흥시 군자천로 315 (정왕동)
1499,경기도,시흥시,소형호텔,씨하이호텔,이정선,영업중,"경기도 시흥시 오이도로135번길 72, 씨하이호텔 (정왕동)"
1500,경기도,안산시,관광호텔,(주) 대영인터내셔널 서원관광호텔,김충영,영업중,경기도 안산시 상록구 서암로 8 (사동)
1501,경기도,안산시,관광호텔,아우라관광호텔,"김유환, 김정자, 김동준, 이고은",영업중,경기도 안산시 상록구 양지편로 10 (이동)
1502,경기도,안산시,관광호텔,IMT관광호텔,유경희,영업중,경기도 안산시 상록구 성호로1길 12-4 (일동)
1503,경기도,안산시,관광호텔,대부도호텔 마리나,"김경우, 문화자",영업중,경기도 안산시 단원구 사근여길 5 (대부북동)
1504,경기도,안산시,관광호텔,C&B HOTEL,장만순,영업중,"경기도 안산시 상록구 상록수로 20 (본오동, 한울빌딩)"
1505,경기도,안산시,관광호텔,HOTEL SQUARE by savills,세빌스코리아 주식회사,영업중,경기도 안산시 단원구 동산로 81 (원시동)
1506,경기도,안산시,관광호텔,호텔클로버,최영환,영업중,경기도 안산시 상록구 양지편로 22 (이동)
1507,경기도,안산시,관광호텔,엠에스산업(주) 엠블던호텔,엠에스산업 주식회사,영업중,경기도 안산시 단원구 중앙대로 869 (고잔동)
1508,경기도,안산시,관광호텔,로자벨호텔,백희완,영업중,경기도 안산시 단원구 원곡공원로 1 (원곡동)
1509,경기도,안성시,관광호텔,프라하관광호텔,문성호,영업중,경기도 안성시 원곡면 만세로 1137
